Data,Vazões
24/03/2019,94.22200000000001
25/03/2019,78.52
26/03/2019,62.456
27/03/2019,60.294
28/03/2019,60.294
29/03/2019,61.371
30/03/2019,66.319
31/03/2019,59.227
01/04/2019,50.989
02/04/2019,53.505
03/04/2019,45.173
04/04/2019,46.12
05/04/2019,48.042
06/04/2019,45.646
07/04/2019,48.042
08/04/2019,66.87899999999999
09/04/2019,64.09899999999999
10/04/2019,67.441
11/04/2019,78.52
12/04/2019,79.729
13/04/2019,73.764
14/04/2019,74.941
15/04/2019,111.18
16/04/2019,83.406
17/04/2019,51.989
18/04/2019,48.528
19/04/2019,119.759
20/04/2019,89.698
21/04/2019,80.947
22/04/2019,74.351
23/04/2019,63.00100000000001
24/04/2019,59.227
25/04/2019,58.69600000000001
26/04/2019,70.28399999999999
27/04/2019,68.006
28/04/2019,65.205
29/04/2019,61.371
30/04/2019,55.04
01/05/2019,52.997
02/05/2019,49.99800000000001
03/05/2019,49.506
04/05/2019,48.042
05/05/2019,49.99800000000001
06/05/2019,49.99800000000001
07/05/2019,48.528
08/05/2019,45.173
09/05/2019,45.173
10/05/2019,44.233999999999995
11/05/2019,46.598
12/05/2019,46.12
13/05/2019,45.173
14/05/2019,44.233999999999995
15/05/2019,44.233999999999995
16/05/2019,44.233999999999995
17/05/2019,46.12
18/05/2019,49.506
19/05/2019,49.506
20/05/2019,48.042
21/05/2019,46.12
22/05/2019,44.233999999999995
23/05/2019,44.233999999999995
24/05/2019,43.768
25/05/2019,42.842
26/05/2019,41.924
27/05/2019,40.565
28/05/2019,40.565
29/05/2019,40.565
30/05/2019,40.565
31/05/2019,40.565
01/06/2019,39.67
02/06/2019,39.226
03/06/2019,38.345
04/06/2019,37.039
05/06/2019,37.039
06/06/2019,36.179
07/06/2019,36.179
08/06/2019,36.179
09/06/2019,36.179
10/06/2019,35.329
11/06/2019,34.486999999999995
12/06/2019,33.655
13/06/2019,33.655
14/06/2019,33.655
15/06/2019,33.242
16/06/2019,32.423
17/06/2019,32.016999999999996
18/06/2019,31.211
19/06/2019,30.415
20/06/2019,30.415
21/06/2019,30.415
22/06/2019,29.628
23/06/2019,29.238000000000003
24/06/2019,28.85
25/06/2019,28.465
26/06/2019,28.081
27/06/2019,27.322
28/06/2019,27.322
29/06/2019,27.322
30/06/2019,27.322
01/07/2019,26.572
02/07/2019,26.2
03/07/2019,25.83
04/07/2019,25.83
05/07/2019,25.83
06/07/2019,25.83
07/07/2019,25.83
08/07/2019,25.83
09/07/2019,25.83
10/07/2019,25.83
11/07/2019,25.83
12/07/2019,25.83
13/07/2019,25.83
14/07/2019,25.83
15/07/2019,25.83
16/07/2019,25.463
17/07/2019,25.099
18/07/2019,24.736
19/07/2019,24.736
20/07/2019,24.019000000000002
21/07/2019,23.663
22/07/2019,23.663
23/07/2019,22.96
24/07/2019,22.611
25/07/2019,22.611
26/07/2019,22.266
27/07/2019,22.266
28/07/2019,22.266
29/07/2019,22.266
30/07/2019,22.266
31/07/2019,22.266
01/08/2019,20.328
02/08/2019,20.949
03/08/2019,21.263
04/08/2019,20.636999999999997
05/08/2019,20.328
06/08/2019,20.328
07/08/2019,20.023
08/08/2019,19.72
09/08/2019,19.42
10/08/2019,19.124000000000002
11/08/2019,19.124000000000002
12/08/2019,19.124000000000002
13/08/2019,18.83
14/08/2019,18.83
15/08/2019,18.539
16/08/2019,18.539
17/08/2019,18.250999999999998
18/08/2019,17.965999999999994
19/08/2019,17.404
20/08/2019,17.404
21/08/2019,17.404
22/08/2019,16.854
23/08/2019,16.854
24/08/2019,16.854
25/08/2019,16.854
26/08/2019,16.854
27/08/2019,16.854
28/08/2019,16.854
29/08/2019,16.854
30/08/2019,16.854
31/08/2019,16.854
01/09/2019,15.529000000000002
02/09/2019,15.272
03/09/2019,15.272
04/09/2019,15.017999999999999
05/09/2019,14.765999999999998
06/09/2019,14.517999999999999
07/09/2019,14.272
08/09/2019,13.788
09/09/2019,12.853
10/09/2019,12.853
11/09/2019,12.853
12/09/2019,12.853
13/09/2019,12.853
14/09/2019,12.401
15/09/2019,13.083
16/09/2019,12.853
17/09/2019,11.742
18/09/2019,11.959000000000001
19/09/2019,11.959000000000001
20/09/2019,11.959000000000001
21/09/2019,12.625
22/09/2019,12.853
23/09/2019,13.55
24/09/2019,13.55
25/09/2019,13.315
26/09/2019,12.853
27/09/2019,12.853
28/09/2019,12.853
29/09/2019,12.853
30/09/2019,12.853
01/10/2019,11.959000000000001
02/10/2019,11.959000000000001
03/10/2019,11.315999999999999
04/10/2019,11.107000000000001
05/10/2019,11.742
06/10/2019,11.959000000000001
07/10/2019,12.625
08/10/2019,12.853
09/10/2019,13.788
10/10/2019,13.788
11/10/2019,12.853
12/10/2019,12.179
13/10/2019,11.959000000000001
14/10/2019,11.742
15/10/2019,11.107000000000001
16/10/2019,11.107000000000001
17/10/2019,11.742
18/10/2019,12.853
19/10/2019,14.517999999999999
20/10/2019,13.315
21/10/2019,12.853
22/10/2019,12.625
23/10/2019,11.959000000000001
24/10/2019,11.959000000000001
25/10/2019,11.959000000000001
26/10/2019,11.742
27/10/2019,11.315999999999999
28/10/2019,11.107000000000001
29/10/2019,10.9
30/10/2019,10.494000000000002
01/11/2019,59.227
02/11/2019,42.382
03/11/2019,25.099
04/11/2019,24.375999999999998
05/11/2019,21.921999999999997
06/11/2019,20.328
07/11/2019,19.124000000000002
08/11/2019,19.42
09/11/2019,19.72
10/11/2019,19.124000000000002
11/11/2019,18.250999999999998
12/11/2019,17.684
13/11/2019,17.965999999999994
14/11/2019,25.099
15/11/2019,35.753
16/11/2019,25.463
17/11/2019,22.266
18/11/2019,19.42
19/11/2019,18.83
20/11/2019,17.128
21/11/2019,16.854
22/11/2019,16.854
23/11/2019,18.250999999999998
24/11/2019,19.72
25/11/2019,25.83
26/11/2019,24.375999999999998
27/11/2019,24.375999999999998
28/11/2019,32.830999999999996
29/11/2019,62.456
30/11/2019,70.28399999999999
